AnnoA;AteneoCOD;AteneoNOME;ClasseNUMERO;CorsoNOME;SedeP;SedeC;GruppoCODICE;Sesso;Isc
2010/2011;2201;Trento;LM-84;Scienze Storiche e Forme della Memoria;22;22205;3;M;38
2010/2011;2201;Trento;LM-49;Mediazione Linguistica, Turismo e Culture;22;22205;7;F;38
2010/2011;2801;Padova;28/S;Ingegneria Civile;28;28060;11;M;38
2010/2011;2801;Padova;24;Tecniche Erboristiche;28;28060;9;F;38
2010/2011;2301;Verona;L-19;Scienze dell'Educazione;23;23091;1;M;38
2010/2011;2701;Ca' Foscari Venezia;L-39;Scienze della Societa e del Servizio Sociale;27;27042;14;M;38
2010/2011;2801;Padova;10;Ingegneria Chimica;28;28060;12;M;38
2010/2011;3201;Trieste;11;Lingue e Culture Straniere Moderne;32;32006;4;M;38
2010/2011;3201;Trieste;99999;Ingegneria elettronica;32;32006;12;M;38
2010/2011;3201;Trieste;26;Informatica;32;32006;10;M;38
2010/2011;3201;Trieste;38;Storia;32;32006;3;F;38
2010/2011;2801;Padova;L-14;Diritto dell?Economia e Governo delle Organizzazioni;29;29041;8;M;38
2010/2011;2801;Padova;L-14;Diritto dell'Economia e Governo delle Organizzazioni;29;29041;8;F;38
2010/2011;2801;Padova;L-24;Scienze Psicologiche dello Sviluppo e dell'Educazione;28;28060;6;M;38
2010/2011;3001;Udine;1;Biotecnologie;30;30129;9;M;38
2010/2011;2801;Padova;SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);27;27042;14;M;38
2010/2011;2801;Padova;SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);26;26021;14;F;38
2010/2011;2801;Padova;LM-54;Chimica;28;28060;9;F;38
2010/2011;3401;Parma;36/S;Ingegneria Meccanica;34;34027;12;M;38
2010/2011;3401;Parma;8;Ingegneria per l'Ambiente e il Territorio;34;34027;11;F;38
2010/2011;3401;Parma;84/S;Trade Marketing e Strategie Commerciali;34;34027;7;F;38
2010/2011;3401;Parma;99999;Ingegneria civile;34;34027;11;M;38
2010/2011;3401;Parma;LM-77;International Business And Development (Economia Internazionale e dello Sviluppo);34;34027;7;M;38
2010/2011;3401;Parma;LM-70;Scienze e Tecnologie Alimentari;34;34027;13;M;38
2010/2011;3601;Modena e Reggio Emilia;2;Scienze delle Attivita Giudiziaria e Penitenziaria;36;36023;8;F;38
2010/2011;3601;Modena e Reggio Emilia;17;Economia e Informatica per la Gestione delle Imprese;35;35033;7;M;38
2010/2011;3701;Bologna;28;Economia e Diritto;37;37006;7;M;38
2010/2011;3701;Bologna;19;Scienze dell'Organizzazione;37;37006;5;F;38
2010/2011;3701;Bologna;99999;Ingegneria informatica;37;37006;12;M;38
2010/2011;3701;Bologna;L-43;Tecnologie per la Conservazione e il Restauro;39;39014;9;F;38
2010/2011;3701;Bologna;L-8;Ingegneria Informatica;37;37006;12;F;38
2010/2011;3701;Bologna;LM-16;Finanza, Intermediari e Mercati;37;37006;7;F;38
2010/2011;3701;Bologna;LM-29;Ingegneria Elettronica e Telecomunicazioni per Lo Sviluppo Sostenibile;40;40007;12;M;38
2010/2011;3701;Bologna;LM-6;Biologia Marina;39;39014;9;F;38
2010/2011;3701;Bologna;LM-8;Biotecnologie Molecolari e Industriali;37;37006;9;F;38
2010/2011;4201;Marche;L-8;Ingegneria Informatica e dell'Automazione;42;42002;12;F;38
2010/2011;4301;Macerata;L-36;Discipline dell'Unione Europea, Relazioni Internazionali e Cooperazione;43;43023;5;M;38
2010/2011;4301;Macerata;L-42;Storia e Memoria delle Culture Europee;43;43023;3;M;38
2010/2011;4301;Macerata;6;Scienze del Servizio Sociale;43;43023;14;F;38
2010/2011;4301;Macerata;14;Comunicazione di Massa;43;43023;5;F;38
2010/2011;4301;Macerata;3;Discipline della Mediazione Linguistica (Lingue per il Commercio Estero);43;43013;4;M;38
2010/2011;4201;Marche;4/S;Ingegneria Edile;42;42002;11;F;38
2010/2011;4101;Urbino;L-36;Scienze Politiche;41;41067;5;M;38
2010/2011;4302;Camerino;LM-42;Medicina Veterinaria;43;43024;13;M;38
2010/2011;4302;Camerino;L-36;Scienze Politiche;43;43007;5;F;38
2010/2011;4302;Camerino;15;Scienze Politiche;43;43007;5;F;38
2010/2011;4801;Firenze;LM-48;Pianificazione e Progettazione della Citta e del Territorio;48;48014;11;M;38
2010/2011;4801;Firenze;LM-09;Biotecnologie Mediche e Farmaceutiche;48;48017;9;M;38
2010/2011;4801;Firenze;LM-27;Ingegneria delle Telecomunicazioni;48;48017;12;M;38
2010/2011;4801;Firenze;L-41;Statistica;48;48017;9;M;38
2010/2011;4801;Firenze;L-40;Sociologia e Politiche Sociali;48;48017;5;M;38
2010/2011;4801;Firenze;21;Chimica;48;48017;9;F;38
2010/2011;4801;Firenze;29;Filosofia;48;48017;3;F;38
2010/2011;5001;Pisa;SNT1;Corso di Laurea in Infermieristica, (Abilitante alla Professione Sanitaria di Infermiere);50;50026;14;M;38
2010/2011;5001;Pisa;84/S;Banca, Borsa e Assicurazioni;50;50026;7;M;38
2010/2011;5401;Perugia;20;Viticoltura ed Enologia;54;54039;13;M;38
2010/2011;5401;Perugia;1;Corso di Laurea in Biotecnologie;54;54039;9;M;38
2010/2011;5201;Siena;LMG/01;Giurisprudenza;53;53011;8;M;38
2010/2011;5401;Perugia;42/S;Lingue e Letterature Moderne;54;54039;4;F;38
2010/2011;5601;Tuscia;17;Economia Aziendale;56;56059;7;M;38
2010/2011;5401;Perugia;LM-77;Economia,Finanza e Controllo Aziendale;55;55032;7;M;38
2010/2011;5601;Tuscia;LM-77;Marketing e Qualita;56;56059;7;F;38
2010/2011;5801;Roma La Sapienza;36;Scienze Sociali per il Governo, l'Organizzazione e le Risorse Umane;58;58091;5;M;38
2010/2011;5801;Roma La Sapienza;24;Scienze e Tecnologie dei Prodotti Erboristici;58;58032;9;F;38
2010/2011;5801;Roma La Sapienza;LM-16;Finanza e Assicurazioni;58;58091;7;F;38
2010/2011;5801;Roma La Sapienza;60/S;Relazioni Internazionali;58;58091;5;F;38
2010/2011;5802;Roma Tor Vergata;L-9;Scienze dell'Ingegneria;58;58091;12;M;38
2010/2011;5801;Roma La Sapienza;SNT3;Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico);94;94038;14;F;38
2010/2011;5801;Roma La Sapienza;SNT4;Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro);57;57059;14;M;38
2010/2011;5802;Roma Tor Vergata;29;Filosofia;58;58091;3;M;38
2010/2011;5802;Roma Tor Vergata;17;Economia dei Servizi, Amministrazioni Pubbliche e Regolamentazione;58;58091;7;F;38
2010/2011;5802;Roma Tor Vergata;17;Economia dei Servizi, Amministrazioni Pubbliche e Regolamentazione;58;58091;7;M;38
2010/2011;5802;Roma Tor Vergata;LM-56;Scienze Economiche e Sociali;58;58091;7;M;38
2010/2011;5802;Roma Tor Vergata;LM-13;Farmacia;58;58091;14;M;38
2010/2011;5802;Roma Tor Vergata;SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);58;58057;14;F;38
2010/2011;5803;Roma LUMSA;6;Scienze del Servizio Sociale e del No-Profit;58;58091;14;F;38
2010/2011;5805;Roma Luiss;28;Economics And Business;58;58091;7;F;38
2010/2011;5806;Roma Foro Italico;76/S;Scienze e Tecniche delle Attivita' Motorie Preventive e Adattate;58;58091;14;M;38
2010/2011;6001;Cassino;99999;Lingue e letterature straniere;60;60019;4;F;38
2010/2011;6001;Cassino;L-8;Ingegneria Informatica e delle Telecomunicazioni;60;60019;12;F;38
2010/2011;6301;Napoli Federico II;LM-28;Ingegneria Elettrica;63;63049;12;M;38
2010/2011;6301;Napoli Federico II;LM-4;Corso di Laurea Magistrale in Architettura (Progettazione Architettonica);63;63049;11;M;38
2010/2011;6301;Napoli Federico II;25/S;Corso di Laurea Specialistica in Ingegneria Aerospaziale e Astronautica;63;63049;12;F;38
2010/2011;6303;Napoli L'Orientale;13;Beni Archeologici Occidentali e Orientali;63;63049;2;M;38
2010/2011;6303;Napoli L'Orientale;42/S;Lingue e Letterature Romanze e Latinoamericane;63;63049;4;F;38
2010/2011;6302;Napoli Parthenope;99999;Economia e commercio;63;63049;7;F;38
2010/2011;6306;Napoli Vanvitelli;L-8;Ingegneria Elettronica e Informatica;61;61005;12;F;38
2010/2011;6303;Napoli L'Orientale;LM-62;Politiche ed Economia delle Istituzioni;63;63049;5;F;38
2010/2011;6306;Napoli Vanvitelli;SNT1;Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o);61;61022;14;F;38
2010/2011;6501;Salerno;99999;Lettere;65;65052;3;M;38
2010/2011;6601;L'Aquila;84/S;Scienze Economiche ed Aziendali;66;66049;7;F;38
2010/2011;6501;Salerno;L-32;Valutazione e Controllo Ambientale;65;65052;9;F;38
2010/2011;6601;L'Aquila;SNT1;Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o);66;66049;14;F;38
2010/2011;6601;L'Aquila;SNT1/S;Scienze delle Professioni Sanitarie della Riabilitazione;66;66049;14;F;38
2010/2011;6701;Teramo;20;Scienze e Tecnologie Alimentari;67;67030;13;M;38
2010/2011;6701;Teramo;2;Consulente del Lavoro;67;67041;8;M;38
2010/2011;6601;L'Aquila;LM-22;Ingegneria Chimica;66;66049;12;F;38
2010/2011;6601;L'Aquila;LM-31;Ingegneria Gestionale;66;66049;12;F;38
2010/2011;7001;Molise;46/S;Medicina e Chirurgia;70;70006;14;M;38
2010/2011;7201;Bari;84/S;Economia e Management;72;72006;7;F;38
2010/2011;7201;Bari;20;Tecnologie Fitosanitarie;72;72006;13;M;38
2010/2011;7201;Bari;32;Matematica;72;72006;9;M;38
2010/2011;7101;Foggia;LM-70;Scienze e Tecnologie Alimentari;71;71024;13;F;38
2010/2011;7202;Bari Politecnico;LM-32;Ingegneria Informatica;72;72006;12;M;38
2010/2011;7501;Salento;10;Ingegneria dei Materiali;75;75035;12;F;38
2010/2011;7202;Bari Politecnico;8;Corso di Laurea in Ingegneria Civile;73;73027;11;F;38
2010/2011;8001;Reggio Calabria;7;Pianificazione Territoriale, Urbanistica e Ambientale;80;80063;11;M;38
2010/2011;7601;Basilicata;LM-04cu;Architettura;77;77014;11;F;38
2010/2011;7801;Calabria;L-30;Scienza dei Materiali Innovativi e per le Nanotecnologie;78;78102;9;M;38
2010/2011;7801;Calabria;LM-23;Ingegneria Civile;78;78102;11;F;38
2010/2011;8201;Palermo;2/S;Archeologia;84;84001;3;F;38
2010/2011;8201;Palermo;29;Filosofia della Conoscenza e della Comunicazione;82;82053;3;M;38
2010/2011;8201;Palermo;LM-24;Ingegneria dei Sistemi Edilizi;82;82053;11;M;38
2010/2011;8201;Palermo;L-9;Ingegneria dell'Energia;82;82053;12;F;38
2010/2011;8601;Enna KORE;L-8;Ingegneria Telematica;86;86009;12;M;38
2010/2011;8301;Messina;LM-84;Scienze Storiche: Societa, Culture e Istituzioni d'Europa;83;83048;3;F;38
2010/2011;8301;Messina;SNT3;Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica);83;83048;14;F;38
2010/2011;8701;Catania;LM-69;Scienze e Tecnologie Agrarie;87;87015;13;M;38
2010/2011;9001;Sassari;21;Chimica;90;90064;9;M;38
2010/2011;9001;Sassari;19;Scienze dell'Amministrazione e Gestione delle Risorse Umane;90;90064;5;M;38
2010/2011;8701;Catania;L-40;Sociologia e Servizio Sociale;87;87015;5;M;38
2010/2011;8701;Catania;LM-33;Ingegneria Meccanica;87;87015;12;M;38
2010/2011;8701;Catania;LM-51;Psicologia;87;87015;6;M;38
2010/2011;8701;Catania;LM-56;Economia e Gestione delle Amministrazioni Pubbliche;87;87015;7;F;38
2010/2011;8701;Catania;13;Scienze dei Beni Culturali Sede di Siracusa;89;89017;2;M;38
2010/2011;9201;Cagliari;34;Scienze e Tecniche Psicologiche Applicate all'Apprendimento alla Comunicazione ed alla Salute Psicosociale;92;92009;6;F;38
2015/2016;101;Torino;6;Servizio Sociale - Torino;1;1272;14;F;39
2015/2016;101;Torino;LM-88;Sociologia;1;1272;5;M;39
2015/2016;101;Torino;LM-65;Cinema e Media;1;1272;2;F;39
2015/2016;1202;Insubria;L-14;Discipline Giuridiche;13;13075;8;F;39
2015/2016;1202;Insubria;LM-77;Economia, Diritto e Finanza D?Impresa (Edifi);12;12133;7;F;39
2015/2016;701;Aosta;18-bis;Scienze della Formazione Primaria;7;7003;1;F;39
2015/2016;1001;Genova;L-34;Scienze Geologiche;10;10025;9;F;39
2015/2016;1001;Genova;L-8;Ingegneria Informatica;10;10025;12;F;39
2015/2016;1501;Milano;LM-67;Scienza dell'Attivita Fisica per il Benessere;15;15146;14;M;39
2015/2016;1501;Milano;LM-63;Amministrazioni e Politiche Pubbliche;15;15146;5;M;39
2015/2016;1501;Milano;LM/SNT2;Scienze Riabilitative delle Professioni Sanitarie;15;15146;14;F;39
2015/2016;1501;Milano;LM-92;Teorie e Metodi per la Comunicazione;15;15146;5;F;39
2015/2016;1502;Milano Politecnico;L-21;Urbanistica: Città Ambiente Paesaggio;15;15146;11;F;39
2015/2016;1502;Milano Politecnico;LM-30;Ingegneria Energetica;15;15146;12;F;39
2015/2016;2801;Padova;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);27;27029;14;M;39
2015/2016;2801;Padova;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);28;28055;14;M;39
2015/2016;2801;Padova;L/SNT1;Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o);24;24116;14;F;39
2015/2016;2801;Padova;99999;Lettere;28;28060;3;F;39
2015/2016;2701;Ca' Foscari Venezia;LM-37;Lingue e Letterature Europee, Americane e Postcoloniali;27;27042;4;M;39
2015/2016;2301;Verona;LM-40;Matematica;23;23091;9;F;39
2015/2016;1801;Pavia;LM-51;Psicologia;18;18110;6;M;39
2015/2016;1801;Pavia;LM-74;Scienze Geologiche Applicate;18;18110;9;M;39
2015/2016;1801;Pavia;LM-62;World Politics And International Relations (Politica Nel Mondo e Relazioni Internazionali);18;18110;5;F;39
2015/2016;2201;Trento;LM-18;Informatica;22;22205;10;F;39
2015/2016;2201;Trento;L-31;Informatica;22;22205;10;F;39
2015/2016;1701;Brescia;LM-23;Ingegneria Civile;17;17029;11;F;39
2015/2016;1509;Milano Bicocca;L-15;Scienze del Turismo e Comunità Locale;15;15146;7;M;39
2015/2016;1509;Milano Bicocca;L/SNT3;Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico);108;108023;14;F;39
2015/2016;1509;Milano Bicocca;LM-54;Scienze e Tecnologie Chimiche;15;15146;9;M;39
2015/2016;3701;Bologna;LM-58;Astrofisica e Cosmologia;37;37006;9;F;39
2015/2016;3701;Bologna;L-8;Ingegneria Elettronica, Informatica e Telecomunicazioni;40;40007;12;M;39
2015/2016;3701;Bologna;L/SNT3;Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico);37;37006;14;F;39
2015/2016;3701;Bologna;L/SNT2;Logopedia (Abilitante alla Professione Sanitaria di Logopedista);39;39010;14;F;39
2015/2016;3701;Bologna;99999;Ingegneria elettronica;37;37006;12;M;39
2015/2016;3601;Modena e Reggio Emilia;LM-35;Ingegneria per la Sostenibilita Ambientale;36;36023;11;M;39
2015/2016;3201;Trieste;LM-83;Scienze Statistiche e Attuariali;32;32006;9;F;39
2015/2016;3601;Modena e Reggio Emilia;46/S;Medicina e Chirurgia;36;36023;14;F;39
2015/2016;3401;Parma;LM-51;Psicobiologia e Neuroscienze Cognitive;34;34027;6;M;39
2015/2016;3201;Trieste;10;Ingegneria Industriale;32;32006;12;M;39
2015/2016;2801;Padova;LM-8;Biotecnologie Industriali;28;28060;9;M;39
2015/2016;3001;Udine;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);30;30129;14;M;39
2015/2016;3001;Udine;46/S;Medicina e Chirurgia;30;30129;14;F;39
2015/2016;2801;Padova;L-19;Scienze per la Formazione dell'Infanzia e della Preadolescenza;28;28060;1;F;39
2015/2016;2801;Padova;L-41;Statistica e Tecnologie Informatiche;28;28060;9;M;39
2015/2016;2801;Padova;LM/SNT2;Scienze Riabilitative delle Professioni Sanitarie;28;28060;14;F;39
2015/2016;5001;Pisa;L/SNT3;Tecniche Audioprotesiche (Abilitante alla Professione Sanitaria di Audioprotesista);50;50026;14;M;39
2015/2016;5201;Siena;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);53;53011;14;F;39
2015/2016;4801;Firenze;LM-92;Teorie della Comunicazione;48;48017;5;F;39
2015/2016;4801;Firenze;LM-69;Natural Resources Management For Tropical Rural Development;48;48017;13;M;39
2015/2016;4801;Firenze;LM-56;Economics And Development- Economia Politica e Sviluppo Economico;48;48017;7;M;39
2015/2016;4801;Firenze;L-25;Scienze Vivaistiche, Ambiente e Gestione del Verde;48;48017;13;M;39
2015/2016;4801;Firenze;34;Scienze e Tecniche di Psicologia Clinica e di Comunita;48;48017;6;F;39
2015/2016;4801;Firenze;L/SNT4;Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro);48;48017;14;F;39
2015/2016;3801;Ferrara;LM-14;Culture e Tradizioni del Medio Evo e del Rinascimento;38;38008;3;F;39
2015/2016;4101;Urbino;33;Scienze Motorie;41;41067;15;M;39
2015/2016;3801;Ferrara;L-35;Matematica;38;38008;9;F;39
2015/2016;4301;Macerata;LM-63;Scienze dell'Amministrazione Pubblica e Privata;42;42021;5;F;39
2015/2016;5806;Roma Foro Italico;LM-67;Attività Motorie Preventive e Adattate;58;58091;14;M;39
2015/2016;5807;Roma Tre;L-30;Fisica;58;58091;9;F;39
2015/2016;5802;Roma Tor Vergata;LM-19;Scienze dell'Informazione, della Comunicazione e dell'Editoria;58;58091;5;M;39
2015/2016;5801;Roma La Sapienza;L/SNT3;Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico);58;58091;14;M;39
2015/2016;5801;Roma La Sapienza;L/SNT3;Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico);56;56059;14;F;39
2015/2016;5801;Roma La Sapienza;L-24;Scienze e Tecniche Psicologiche di Valutazione Clinica nell'Infanzia, nell'Adolescenza e nella Famiglia;58;58091;6;F;39
2015/2016;5801;Roma La Sapienza;LM-26;Ingegneria della Sicurezza e Protezione Civile;58;58091;12;F;39
2015/2016;5801;Roma La Sapienza;LM-12;Design, Comunicazione Visiva e Multimediale;58;58091;2;M;39
2015/2016;5801;Roma La Sapienza;46/S;"Laurea Specialistica in Medicina e Chirurgia ""D""";58;58091;14;F;39
2015/2016;5801;Roma La Sapienza;8;Ingegneria Civile;58;58091;11;M;39
2015/2016;5401;Perugia;LM-59;Comunicazione Pubblica, Digitale e d'Impresa;54;54039;5;F;39
2015/2016;5601;Tuscia;L-1;Conservazione dei Beni Culturali;56;56059;2;F;39
2015/2016;6306;Napoli Vanvitelli;L/SNT3;Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica);63;63049;14;F;39
2015/2016;6304;Napoli Benincasa;18;Scienze dell'Educazione;63;63049;1;F;39
2015/2016;6306;Napoli Vanvitelli;LM-62;Scienze della Politica;61;61022;5;M;39
2015/2016;6501;Salerno;18;Scienze per la Formazione dell'Infanzia e della Preadolescenza;65;65052;1;F;39
2015/2016;6301;Napoli Federico II;4;Corso di Laurea in Scienze dell'Architettura;63;63049;11;F;39
2015/2016;6301;Napoli Federico II;L/SNT3;Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale);63;63049;14;F;39
2015/2016;6301;Napoli Federico II;L/SNT3;Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico);63;63049;14;M;39
2015/2016;5811;Roma UNITELMA - telematica;LM-63;Management delle Organizzazioni Pubbliche e Sanitarie;58;58091;5;F;39
2015/2016;7501;Salento;LM-2;Archeologia;75;75035;3;F;39
2015/2016;7501;Salento;LM-49;Gestione delle Attivita Turistiche e Culturali;75;75035;7;F;39
2015/2016;7501;Salento;LM-85;Scienze Pedagogiche;75;75035;1;F;39
2015/2016;7501;Salento;L-40;Sociologia;74;74001;5;F;39
2015/2016;7202;Bari Politecnico;LM-27;Ingegneria delle Telecomunicazioni;72;72006;12;M;39
2015/2016;7202;Bari Politecnico;LM-25;Ingegneria dell'Automazione;72;72006;12;M;39
2015/2016;7201;Bari;LM-69;Medicina delle Piante;72;72006;13;M;39
2015/2016;7202;Bari Politecnico;4;Corso di Laurea in Ingegneria Edile;72;72006;11;F;39
2015/2016;7202;Bari Politecnico;4;Corso di Laurea in Ingegneria Edile;72;72006;11;M;39
2015/2016;7801;Calabria;L-19;Scienze dell'Educazione;78;78102;1;M;39
2015/2016;7801;Calabria;L-31;Informatica;78;78102;10;F;39
2015/2016;7801;Calabria;LM-18;Informatica;78;78102;10;M;39
2015/2016;7101;Foggia;LM-70;Scienze e Tecnologie Alimentari;71;71024;13;F;39
2015/2016;7201;Bari;L-29;Tecniche Erboristiche;72;72006;9;F;39
2015/2016;7201;Bari;LM-2;Archeologia;72;72006;3;F;39
2015/2016;7201;Bari;L/SNT3;Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico);72;72006;14;F;39
2015/2016;6701;Teramo;LM-59;Management e Comunicazione di Impresa;67;67041;5;F;39
2015/2016;6901;Chieti e Pescara;L/SNT3;Tecniche di Fisiopatologia Cardiocircolatoria e Perfusione Cardiovascolare (Abilitante alla Professione Sanitaria di Tecnico di Fisiopatologia Cardiocircolatoria e Perfusione Cardiovascolare);69;69022;14;F;39
2015/2016;6901;Chieti e Pescara;LM-74;Scienze e Tecnologie Geologiche;69;69022;9;F;39
2015/2016;6901;Chieti e Pescara;L-39;Servizio Sociale;69;69022;14;M;39
2015/2016;6901;Chieti e Pescara;L-5;Filosofia e Scienze dell'Educazione;69;69022;3;F;39
2015/2016;8601;Enna KORE;LM-51;Psicologia Clinica;86;86009;6;M;39
2015/2016;7801;Calabria;LM-89;Storia dell'Arte;78;78102;2;F;39
2015/2016;8201;Palermo;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);82;82053;14;F;39
2015/2016;9201;Cagliari;LM-35;Ingegneria per l'Ambiente e il Territorio;92;92009;11;F;39
2015/2016;9201;Cagliari;LM-38;Lingue Moderne per la Comunicazione e la Cooperazione Internazionale;92;92009;4;F;39
2015/2016;9001;Sassari;LM-38;Lingue e Letterature Straniere per la Mediazione Culturale e la Valorizzazione del Territorio;90;90064;4;F;39
2015/2016;8701;Catania;LM-84;Storia e Cultura dei Paesi Mediterranei;87;87015;3;M;39
2015/2016;8701;Catania;L-29;Tossicologia dell'Ambiente e degli Alimenti;87;87015;9;M;39
2015/2016;9201;Cagliari;LM-56;Scienze Economiche;92;92009;7;F;39
2014/2015;1501;Milano;31;Scienze Giuridiche;15;15146;8;F;39
2014/2015;1301;Novedrate e-Campus - telematica;LM-37;Lingue e Letterature Moderne e Traduzione Interculturale;13;13163;4;F;39
2014/2015;1301;Novedrate e-Campus - telematica;L-11;Lingue e Letterature Straniere;13;13163;4;M;39
2014/2015;1202;Insubria;LM-46;Odontoiatria e Protesi Dentaria;12;12133;14;F;39
2014/2015;1001;Genova;LM-37;Lingue e Letterature Moderne per i Servizi Culturali;10;10025;4;F;39
2014/2015;1001;Genova;LM-17;Fisica;10;10025;9;M;39
2014/2015;701;Aosta;L-12;Lingue e Comunicazione per l'Impresa e il Turismo;7;7003;4;M;39
2014/2015;101;Torino;LM-82;Scienze Statistiche, Economiche e Manageriali;1;1272;9;M;39
2014/2015;102;Torino Politecnico;LM-33;Ingegneria della Produzione Industriale e dell'Innovazione Tecnologica;1;1272;12;F;39
2014/2015;101;Torino;LM-56;Economia e Management Internazionale;1;1272;7;F;39
2014/2015;2101;Bolzano;L-18;Management del Turismo, dello Sport e degli Eventi;21;21013;7;M;39
2014/2015;1801;Pavia;LM-78;Filosofia;18;18110;3;M;39
2014/2015;1801;Pavia;L/SNT2;Terapia della Neuro e Psicomotricita dell'Eta Evolutiva (Abilitante alla Professione Sanitaria di Terapista della Neuro e Psicomotricita dell'Eta Evolutiva);18;18110;14;F;39
2014/2015;1701;Brescia;LM-56;Moneta, Finanza e Risk Management;17;17029;7;M;39
2014/2015;1509;Milano Bicocca;LM-6;Biologia;15;15146;9;M;39
2014/2015;1509;Milano Bicocca;LM-40;Matematica;15;15146;9;F;39
2014/2015;1504;Milano Cattolica;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);58;58091;14;M;39
2014/2015;1501;Milano;LM/SNT3;Scienze delle Professioni Sanitarie Tecniche Diagnostiche;15;15146;14;M;39
2014/2015;3401;Parma;17;Economia Aziendale;34;34027;7;F;39
2014/2015;3401;Parma;L-9;Ingegneria Meccanica;34;34027;12;F;39
2014/2015;3001;Udine;LM-68;Scienza dello Sport;30;30043;15;M;39
2014/2015;3001;Udine;LM-69;Scienze e Tecnologie Agrarie;30;30129;13;M;39
2014/2015;3601;Modena e Reggio Emilia;L-25;Scienze e Tecnologie Agrarie e degli Alimenti;35;35033;13;F;39
2014/2015;2801;Padova;LM-17;Fisica;28;28060;9;F;39
2014/2015;2801;Padova;L-9;Ingegneria dei Processi Industriali e dei Materiali;28;28060;12;M;39
2014/2015;2801;Padova;LM-52;Istituzioni e Politiche dei Diritti Umani e della Pace;28;28060;5;F;39
2014/2015;2801;Padova;LM-51;Psicologia Cognitiva Applicata;28;28060;6;M;39
2014/2015;2801;Padova;LM-93;Teorie e Metodologie dell'E-Learning e della Media Education;28;28060;1;F;39
2014/2015;2801;Padova;15;Scienze Politiche e Relazioni Internazionali;28;28060;5;F;39
2014/2015;2801;Padova;11;Lingue, Letterature e Culture Moderne;28;28060;4;F;39
2014/2015;2801;Padova;34;Scienze Psicologiche dello Sviluppo e dell'Educazione;28;28060;6;F;39
2014/2015;2701;Ca' Foscari Venezia;LM-84;Storia Dal Medioevo all'Eta Contemporanea;27;27042;3;F;39
2014/2015;2301;Verona;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);23;23091;14;M;39
2014/2015;4801;Firenze;L/SNT2;Logopedia (Abilitante alla Professione Sanitaria di Logopedista);48;48017;14;F;39
2014/2015;4801;Firenze;LM-36;Lingue e Civilta dell'Oriente Antico e Moderno;48;48017;4;F;39
2014/2015;4801;Firenze;LM/SNT1;Scienze Infermieristiche e Ostetriche;48;48017;14;M;39
2014/2015;3701;Bologna;LM-82;Scienze Statistiche;37;37006;9;F;39
2014/2015;4101;Urbino;LM-14;Lettere Classiche e Moderne;41;41067;3;F;39
2014/2015;3701;Bologna;LM-27;Ingegneria delle Telecomunicazioni;37;37006;12;M;39
2014/2015;3701;Bologna;10;Ingegneria Meccanica;37;37006;12;M;39
2014/2015;3601;Modena e Reggio Emilia;LM-77;Relazioni di Lavoro;36;36023;7;M;39
2014/2015;3601;Modena e Reggio Emilia;LM-23;Ingegneria Civile;36;36023;11;F;39
2014/2015;5601;Tuscia;LM-77;Marketing e Qualita;56;56059;7;M;39
2014/2015;5601;Tuscia;12;Scienze Biologiche;56;56059;9;F;39
