AnnoA;AteneoCOD;AteneoNOME;ClasseNUMERO;CorsoNOME;SedeP;SedeC;GruppoCODICE;Sesso;Isc
2018/2019;6306;Napoli Vanvitelli;34;Scienze e Tecniche Psicologiche per la Persona e la Comunita;61;61022;6;F;54
2018/2019;6601;L'Aquila;L/SNT2;Tecnica della Riabilitazione Psichiatrica (Abilitante alla Professione Sanitaria di Tecnico della Riabilitazione Psichiatrica);66;66049;14;F;54
2018/2019;6501;Salerno;LM-78;Filosofia;65;65052;3;F;54
2018/2019;7201;Bari;LM-69;Medicina delle Piante;72;72006;13;M;54
2018/2019;7001;Molise;L-26;Scienze e Tecnologie Alimentari;70;70006;13;M;54
2018/2019;7001;Molise;L-9;Ingegneria Medica;70;70006;12;M;54
2018/2019;6601;L'Aquila;LM-85 bis;Scienze della Formazione Primaria;66;66049;1;M;54
2018/2019;6901;Chieti e Pescara;L-34;Scienze Geologiche;69;69022;9;F;54
2018/2019;8701;Catania;LM/SNT2;Scienze Riabilitative delle Professioni Sanitarie;87;87015;14;F;54
2017/2018;101;Torino;L-1;Beni Culturali Archeologici e Storico-Artistici;1;1272;2;F;54
2017/2018;101;Torino;LM-74;Scienze Geologiche Applicate;1;1272;9;M;54
2017/2018;1501;Milano;LM-63;Amministrazioni e Politiche Pubbliche;15;15146;5;M;54
2017/2018;201;Piemonte Orientale;LM-14;Filologia Moderna, Classica e Comparata;2;2158;3;F;54
2017/2018;102;Torino Politecnico;LM-4;Architettura (Restauro);1;1272;11;F;54
2017/2018;102;Torino Politecnico;LM-4;Architettura per il Restauro e Valorizzazione del Patrimonio;1;1272;11;M;54
2017/2018;1001;Genova;LM-78;Metodologie Filosofiche;10;10025;3;M;54
2017/2018;1001;Genova;LM-77;Economia e Management Marittimo e Portuale;10;10025;7;M;54
2017/2018;2801;Padova;LM-09;Medical Biotechnologies;28;28060;9;F;54
2017/2018;2801;Padova;L-13;Biologia Molecolare;28;28060;9;M;54
2017/2018;1701;Brescia;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);19;19036;14;F;54
2017/2018;1701;Brescia;LM-25;Ingegneria dell'Automazione Industriale;17;17029;12;M;54
2017/2018;1505;Milano IULM;LM-59;Strategic Communication;15;15146;5;F;54
2017/2018;1504;Milano Cattolica;LM-67;Scienze e Tecniche delle Attività Motorie Preventive e Adattate;15;15146;14;M;54
2017/2018;3201;Trieste;L-5;Discipline Storiche e Filosofiche;32;32006;3;M;54
2017/2018;3201;Trieste;L-10;Studi Umanistici;32;32006;3;F;54
2017/2018;3001;Udine;LM-68;Scienza dello Sport;30;30129;15;M;54
2017/2018;3601;Modena e Reggio Emilia;L-31;Informatica;36;36023;10;F;54
2017/2018;3601;Modena e Reggio Emilia;LM-09;Biotecnologie Mediche;36;36023;9;F;54
2017/2018;3401;Parma;LM-46;Odontoiatria e Protesi Dentaria;34;34027;14;M;54
2017/2018;3401;Parma;LM-77;International Business And Development - Economia Internazionale e dello Sviluppo;34;34027;7;M;54
2017/2018;3701;Bologna;L-22;Scienze delle Attività Motorie e Sportive;99;99014;15;F;54
2017/2018;3701;Bologna;LM-56;Health Economics And Management / Economia Sanitaria e Management;37;37006;7;F;54
2017/2018;3701;Bologna;LM-56;Resource Economics And Sustainable Development / Economia delle Risorse e dello Sviluppo Sostenibile;99;99014;7;M;54
2017/2018;4201;Marche;LM-46;Odontoiatria e Protesi Dentaria;42;42002;14;F;54
2017/2018;4801;Firenze;L-29;Scienze Farmaceutiche Applicate-Controllo Qualita;48;48017;9;M;54
2017/2018;4801;Firenze;LM-65;Scienze dello Spettacolo;48;48017;2;F;54
2017/2018;5001;Pisa;LM-77;Marketing e Ricerche di Mercato;50;50026;7;M;54
2017/2018;5001;Pisa;LM-46;Odontoiatria e Protesi Dentaria;50;50026;14;F;54
2017/2018;5801;Roma La Sapienza;99999;Economia e commercio;58;58091;7;F;54
2017/2018;5601;Tuscia;LM-62;Scienze della Politica, della Sicurezza Internazionale e della Comunicazione Pubblica;56;56059;5;M;54
2017/2018;5601;Tuscia;L-25;Scienze e Tecnologie per la Conservazione delle Foreste, della Natura e dell'Ambiente;56;56059;13;M;54
2017/2018;5403;Perugia Stranieri;LM-92;Comunicazione Pubblicitaria, Storytelling e Cultura d'Immagine;54;54039;5;F;54
2017/2018;5813;Roma UNINETTUNO - telematica;LM-31;Ingegneria Gestionale;58;58091;12;F;54
2017/2018;5810;Roma Marconi - telematica;L-8;Ingegneria Informatica;58;58091;12;F;54
2017/2018;6001;Cassino;LM-67;Scienze e Tecniche delle Attivita' Motorie Preventive e Adattate;60;60019;14;M;54
2017/2018;5815;Roma UNICUSANO - telematica;LM-51;Psicologia delle Organizzazioni e dei Servizi;58;58091;6;F;54
2017/2018;5801;Roma La Sapienza;L-39;Scienze e Tecniche del Servizio Sociale;58;58091;14;M;54
2017/2018;5801;Roma La Sapienza;LM-25;Ingegneria Automatica;58;58091;12;M;54
2017/2018;5801;Roma La Sapienza;LM-20;Ingegneria Spaziale e Astronautica;58;58091;12;F;54
2017/2018;5807;Roma Tre;L-11;Lingue e Letterature per la Comunicazione Interculturale;58;58091;4;M;54
2017/2018;5810;Roma Marconi - telematica;L-11;Lingue e Culture Moderne;58;58091;4;F;54
2017/2018;5803;Roma LUMSA;L-36;Scienze Politiche Internazionali e dell'Amministrazione;58;58091;5;F;54
2017/2018;5802;Roma Tor Vergata;L-9;Engineering Sciences;58;58091;12;M;54
2017/2018;5802;Roma Tor Vergata;L-9;Ingegneria Meccanica;58;58091;12;F;54
2017/2018;7201;Bari;L-28;Scienze e Gestione delle Attivita' Marittime;73;73027;9;F;54
2017/2018;7201;Bari;99999;Economia e commercio;72;72006;7;F;54
2017/2018;6303;Napoli L'Orientale;L-1;Civilta Antiche e Archeologia: Oriente e Occidente;63;63049;2;F;54
2017/2018;6306;Napoli Vanvitelli;14/S;Corso di Laurea Specialistica in Farmacia;61;61022;14;F;54
2017/2018;6301;Napoli Federico II;LM-2;Archeologia e Storia dell'Arte;63;63049;3;F;54
2017/2018;6601;L'Aquila;LM-40;Matematica;66;66049;9;F;54
2017/2018;6306;Napoli Vanvitelli;LM/SNT1;Scienze Infermieristiche e Ostetriche;63;63049;14;F;54
2017/2018;6306;Napoli Vanvitelli;L-7;Ingegneria Civile - Ambientale;61;61005;11;M;54
2017/2018;6501;Salerno;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);65;65013;14;M;54
2017/2018;8301;Messina;L-16;Scienze Politiche, Amministrazione e Servizi;83;83048;5;M;54
2017/2018;8701;Catania;17;Economia e Gestione delle Imprese Turistiche;87;87015;7;F;54
2017/2018;9201;Cagliari;L-11;Lingue e Culture per la Mediazione Linguistica;92;92009;4;M;54
2016/2017;101;Torino;46/S;Medicina e Chirurgia (Orbassano);1;1171;14;F;54
2016/2017;101;Torino;99999;Economia e commercio;1;1272;7;F;54
2016/2017;101;Torino;L-14;Scienze del Diritto Italiano ed Europeo;4;4078;8;M;54
2016/2017;201;Piemonte Orientale;LM-6;Biologia;6;6003;9;F;54
2016/2017;701;Aosta;L-24;Scienze e Tecniche Psicologiche;7;7003;6;M;54
2016/2017;1001;Genova;L-39;Servizio Sociale;10;10025;14;M;54
2016/2017;1501;Milano;LM-16;Economics And Finance;15;15146;7;F;54
2016/2017;1501;Milano;L/SNT4;Assistenza Sanitaria (Abilitante alla Professione Sanitaria di Assistente Sanitario);15;15146;14;F;54
2016/2017;1301;Novedrate e-Campus - telematica;L-7;Ingegneria Civile e Ambientale;13;13163;11;F;54
2016/2017;1001;Genova;LM-78;Metodologie Filosofiche;10;10025;3;F;54
2016/2017;1202;Insubria;L-22;Scienze Motorie;12;12133;15;F;54
2016/2017;1501;Milano;LM-74;Scienze della Terra;15;15146;9;M;54
2016/2017;1502;Milano Politecnico;L-23;Ingegneria e Tecniche per L’Edilizia e L’Architettura;15;15146;11;F;54
2016/2017;1801;Pavia;L/SNT1;Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o);18;18110;14;F;54
2016/2017;1509;Milano Bicocca;L-27;Scienza dei Materiali;15;15146;9;F;54
2016/2017;1502;Milano Politecnico;LM-12;Product Service System Design - Design del Sistema Prodotto Servizio;15;15146;2;M;54
2016/2017;3701;Bologna;L-31;Informatica;37;37006;10;F;54
2016/2017;3701;Bologna;L-8;Ingegneria Elettronica e Telecomunicazioni;37;37006;12;F;54
2016/2017;3701;Bologna;14/S;Farmacia;37;37006;14;M;54
2016/2017;3801;Ferrara;L-27;Chimica;38;38008;9;F;54
2016/2017;4101;Urbino;LM-77;Economia e Management;41;41067;7;F;54
2016/2017;4201;Marche;46/S;Medicina e Chirurgia;42;42002;14;M;54
2016/2017;4801;Firenze;LM-67;Scienze e Tecniche dello Sport e delle Attivita Motorie Preventive e Adattate;48;48017;14;F;54
2016/2017;4301;Macerata;LM-87;Politiche e Programmazione dei Servizi alla Persona;43;43023;14;F;54
2016/2017;4301;Macerata;L-12;Discipline della Mediazione Linguistica;43;43013;4;M;54
2016/2017;5001;Pisa;LM-24;Ingegneria Edile e delle Costruzioni Civili;50;50026;11;M;54
2016/2017;5001;Pisa;L-9;Ingegneria Meccanica;50;50026;12;F;54
2016/2017;5001;Pisa;14/S;Chimica e Tecnologia Farmaceutiche;50;50026;14;F;54
2016/2017;5801;Roma La Sapienza;99999;Scienze politiche;58;58091;5;M;54
2016/2017;5801;Roma La Sapienza;L-41;Statistica, Economia e Societa;58;58091;9;M;54
2016/2017;5801;Roma La Sapienza;L-39;Scienze e Tecniche del Servizio Sociale;58;58091;14;M;54
2016/2017;5801;Roma La Sapienza;L-9;Ingegneria della Sicurezza;58;58091;12;M;54
2016/2017;5801;Roma La Sapienza;LM-51;Psicologia Applicata Ai Contesti della Salute, del Lavoro e Giuridico-Forense;58;58091;6;M;54
2016/2017;5808;Roma Biomedico;LM-61;Scienze dell'Alimentazione e della Nutrizione Umana;58;58091;9;F;54
2016/2017;6301;Napoli Federico II;L/DS;Gestione dei Sistemi Aerospaziali per la Difesa;63;63060;5;M;54
2016/2017;5811;Roma UNITELMA - telematica;L-16;Scienze dell'Amministrazione;58;58091;5;F;54
2016/2017;5812;Roma Europea;L-18;Economia e Gestione Aziendale;58;58091;7;F;54
2016/2017;6304;Napoli Benincasa;L-19;Scienze dell'Educazione;63;63049;1;M;54
2016/2017;6301;Napoli Federico II;LM-51;Corso di Laurea Magistrale in Psicologia Clinica;63;63049;6;M;54
2016/2017;6301;Napoli Federico II;LM-42;Corso di Laurea Magistrale in Medicina Veterinaria;63;63049;13;M;54
2016/2017;6301;Napoli Federico II;L-8;Corso di Laurea in Ingegneria dell'Automazione;63;63049;12;F;54
2016/2017;6301;Napoli Federico II;LM-18;Informatica;63;63049;10;M;54
2016/2017;6501;Salerno;LM-22;Ingegneria Chimica;65;65052;12;M;54
2016/2017;6501;Salerno;L-32;Valutazione e Controllo Ambientale;65;65052;9;M;54
2016/2017;7201;Bari;L-19;Scienze della Formazione;72;72006;1;F;54
2016/2017;7201;Bari;L-28;Scienze e Gestione delle Attivita' Marittime;73;73027;9;F;54
2016/2017;7001;Molise;18-bis;Scienze della Formazione Primaria;70;70006;1;F;54
2016/2017;7201;Bari;11;Lingue e Letterature Straniere;72;72006;4;F;54
2016/2017;7801;Calabria;11;Lingue e Culture Moderne;78;78102;4;F;54
2016/2017;8701;Catania;14;Scienze della Comunicazione;87;87015;5;M;54
2016/2017;8701;Catania;L-29;Scienze Farmaceutiche Applicate;87;87015;9;M;54
2016/2017;8301;Messina;99999;Lettere;83;83048;3;F;54
2016/2017;8201;Palermo;LM/SNT1;Scienze Infermieristiche e Ostetriche;82;82053;14;F;54
2018/2019;201;Piemonte Orientale;LM-14;Filologia Moderna, Classica e Comparata;2;2158;3;F;55
2018/2019;701;Aosta;LM-56;Economia e Politiche del Territorio e dell'Impresa;7;7058;7;F;55
2018/2019;1001;Genova;L-9;Ingegneria Industriale e Gestionale;9;9056;12;F;55
2018/2019;1001;Genova;LM-84;Scienze Storiche;10;10025;3;M;55
2018/2019;1801;Pavia;LM-6;Neurobiologia;18;18110;9;F;55
2018/2019;1701;Brescia;46/S;Medicina e Chirurgia;17;17029;14;F;55
2018/2019;1501;Milano;L/SNT4;Assistenza Sanitaria (Abilitante alla Professione Sanitaria di Assistente Sanitario);15;15146;14;F;55
2018/2019;1501;Milano;L/SNT2;Terapia Occupazionale (Abilitante alla Professione Sanitaria di Terapista Occupazionale);15;15146;14;F;55
2018/2019;1501;Milano;LM-6;Biodiversità ed Evoluzione Biologica;15;15146;9;F;55
2018/2019;1502;Milano Politecnico;L-17;Progettazione dell?Architettura;20;20030;11;F;55
2018/2019;1508;Milano San Raffaele;LM-41;Medicine And Surgery;15;15146;14;M;55
2018/2019;1502;Milano Politecnico;LM-4;Architectural Design And History;20;20030;11;F;55
2018/2019;3001;Udine;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);30;30129;14;M;55
2018/2019;2801;Padova;L-24;Psychological Science - Scienze Psicologiche;28;28060;6;F;55
2018/2019;2201;Trento;LM-52;European And International Studies;22;22205;5;F;55
2018/2019;2201;Trento;LM-17;Fisica;22;22205;9;M;55
2018/2019;2702;Venezia Iuav;99999;Architettura;27;27042;11;M;55
2018/2019;2801;Padova;46/S;Medicina e Chirurgia;28;28060;14;F;55
2018/2019;2301;Verona;LM-67;Scienze Motorie Preventive ed Adattate;23;23091;14;F;55
2018/2019;3201;Trieste;LM-13;Chimica e Tecnologia Farmaceutiche;32;32006;14;M;55
2018/2019;3601;Modena e Reggio Emilia;LM-46;Odontoiatria e Protesi Dentaria;36;36023;14;F;55
2018/2019;4801;Firenze;L-26;Viticoltura ed Enologia;48;48017;13;F;55
2018/2019;4801;Firenze;LM-54;Scienze Chimiche;48;48017;9;F;55
2018/2019;4801;Firenze;LMG/01;Giurisprudenza Italiana e Tedesca;48;48017;8;F;55
2018/2019;5001;Pisa;14/S;Farmacia;50;50026;14;F;55
2018/2019;5001;Pisa;LM-37;Lingue, Letterature e Filologie Euro - Americane;50;50026;4;F;55
2018/2019;5001;Pisa;LM-77;Marketing e Ricerche di Mercato;50;50026;7;F;55
2018/2019;4101;Urbino;L-18;Economia e Management;41;41013;7;M;55
2018/2019;3801;Ferrara;LM-8;Biotecnologie per l'Ambiente e la Salute (Bas);38;38008;9;F;55
2018/2019;4201;Marche;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);109;109006;14;M;55
2018/2019;4801;Firenze;L/SNT3;Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica);48;48017;14;M;55
2018/2019;4302;Camerino;L/GASTR;Scienze Gastronomiche;43;43007;7;F;55
2018/2019;4201;Marche;LM-31;Ingegneria Gestionale;109;109006;12;F;55
2018/2019;4301;Macerata;LM-77;Mercati e Intermediari Finanziari;43;43023;7;M;55
2018/2019;3701;Bologna;LM-60;Scienze e Gestione della Natura;37;37006;9;F;55
2018/2019;3701;Bologna;LM-51;Psicologia Scolastica e di Comunità;40;40007;6;F;55
2018/2019;5801;Roma La Sapienza;LM-84;Scienze Storiche. Medioevo, Eta Moderna, Eta Contemporanea;58;58091;3;M;55
2018/2019;5806;Roma Foro Italico;LM-67;Attività Motorie Preventive e Adattate;58;58091;14;F;55
2018/2019;5601;Tuscia;LM-62;Scienze della Politica, della Sicurezza Internazionale e della Comunicazione Pubblica;56;56059;5;F;55
2018/2019;5801;Roma La Sapienza;LM-15;Filologia, Letterature e Storia del Mondo Antico;58;58091;3;M;55
2018/2019;5801;Roma La Sapienza;LM-36;Lingue e Civilta Orientali;58;58091;4;F;55
2018/2019;5801;Roma La Sapienza;L/SNT2;Tecnica della Riabilitazione Psichiatrica (Abilitante alla Professione Sanitaria di Tecnico della Riabilitazione Psichiatrica);58;58091;14;F;55
2018/2019;6501;Salerno;L-8;Ingegneria Elettronica;65;65052;12;F;55
2018/2019;6501;Salerno;LM-14;Filologia Moderna;65;65052;3;M;55
2018/2019;6301;Napoli Federico II;L-29;Corso di Laurea Interfacoltà in Scienze Erboristiche;63;63049;9;F;55
2018/2019;6301;Napoli Federico II;L-7;Corso di Laurea in Ingegneria Gestionale dei Progetti e delle Infrastrutture;63;63049;11;M;55
2018/2019;6301;Napoli Federico II;LM/SNT1;Scienze Infermieristiche e Ostetriche;63;63049;14;F;55
2018/2019;6001;Cassino;LM-77;Economia e Diritto d'Impresa;60;60019;7;F;55
2018/2019;6301;Napoli Federico II;14/S;Corso di Laurea Specialistica in Farmacia;63;63049;14;M;55
2018/2019;5810;Roma Marconi - telematica;L-8;Ingegneria Informatica;58;58091;12;F;55
2018/2019;6901;Chieti e Pescara;L-39;Servizio Sociale;69;69022;14;M;55
2018/2019;7101;Foggia;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);71;71024;14;M;55
2018/2019;7201;Bari;99999;Economia e commercio;72;72006;7;F;55
2018/2019;7201;Bari;18;Scienze dell'Educazione e della Formazione;72;72006;1;F;55
2018/2019;7101;Foggia;L-19;Scienze dell'Educazione e della Formazione;71;71024;1;M;55
2018/2019;7201;Bari;L-32;Scienze della Natura;72;72006;9;M;55
2018/2019;8201;Palermo;LM-04cu;Architettura;84;84001;11;F;55
2018/2019;8201;Palermo;LM-09;Biotecnologie Mediche e Medicina Molecolare;82;82053;9;F;55
2018/2019;8001;Reggio Calabria;L-25;Scienze e Tecnologie Agrarie;80;80063;13;F;55
2018/2019;7901;Catanzaro;LM-46;Odontoiatria e Protesi Dentaria;79;79023;14;M;55
2018/2019;9001;Sassari;LM-42;Medicina Veterinaria;90;90064;13;M;55
2018/2019;9201;Cagliari;LM-35;Ingegneria per l'Ambiente e il Territorio;92;92009;11;M;55
2018/2019;9201;Cagliari;LM-46;Odontoiatria e Protesi Dentaria;92;92009;14;M;55
2018/2019;8301;Messina;LM-23;Ingegneria Civile;83;83048;11;M;55
2018/2019;8601;Enna KORE;LM-38;Lingue per la Comunicazione Interculturale;86;86009;4;F;55
2017/2018;101;Torino;LM-41;Medicine And Surgery;1;1171;14;F;55
2017/2018;101;Torino;L/SNT2;Educazione Professionale (Abilitante alla Professione Sanitaria di Educatore Professionale);1;1272;14;M;55
2017/2018;101;Torino;99999;Lingue e letterature straniere;1;1272;4;F;55
2017/2018;101;Torino;13;Scienze dei Beni Culturali;1;1272;2;F;55
2017/2018;1501;Milano;L/SNT1;Infermieristica Pediatrica (Abilitante alla Professione Sanitaria di Infermiere Pediatrico);15;15146;14;F;55
2017/2018;1504;Milano Cattolica;L-10;Lettere;17;17029;3;M;55
2017/2018;1503;Milano Bocconi;L-33;Economic And Social Sciences;15;15146;7;M;55
2017/2018;1509;Milano Bicocca;LM-54;Scienze e Tecnologie Chimiche;15;15146;9;M;55
2017/2018;1701;Brescia;LM-23;Ingegneria Civile;17;17029;11;M;55
2017/2018;1801;Pavia;LM-6;Neurobiologia;18;18110;9;F;55
2017/2018;2201;Trento;LM-35;Ingegneria per l'Ambiente e il Territorio;22;22205;11;F;55
2017/2018;2801;Padova;L/SNT3;Tecniche Audioprotesiche (Abilitante alla Professione Sanitaria di Audioprotesista);26;26086;14;M;55
2017/2018;2801;Padova;LM-27;Ingegneria delle Telecomunicazioni;28;28060;12;M;55
2017/2018;3701;Bologna;LM-37;Letterature Moderne, Comparate e Postcoloniali;37;37006;4;M;55
2017/2018;3801;Ferrara;L-10;Lettere, Arti e Archeologia;38;38008;3;M;55
2017/2018;3701;Bologna;L-31;Informatica;37;37006;10;F;55
2017/2018;3401;Parma;LM-89;Storia e Critica delle Arti e dello Spettacolo;34;34027;2;F;55
2017/2018;3601;Modena e Reggio Emilia;L-26;Scienze e Tecnologie Agrarie e degli Alimenti;35;35033;13;F;55
2017/2018;3001;Udine;L-8;Ingegneria Gestionale;30;30129;12;F;55
2017/2018;3201;Trieste;LM-28;Ingegneria dell'Energia Elettrica e dei Sistemi;32;32006;12;M;55
2017/2018;3201;Trieste;LM-83;Scienze Statistiche e Attuariali;32;32006;9;M;55
2017/2018;5801;Roma La Sapienza;L/SNT3;Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica);58;58091;14;M;55
2017/2018;5801;Roma La Sapienza;L/SNT3;Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale);59;59011;14;F;55
2017/2018;5001;Pisa;L/DS;Scienze Marittime e Navali;49;49009;5;M;55
2017/2018;4801;Firenze;LM-78;Scienze Filosofiche;48;48017;3;M;55
2017/2018;4801;Firenze;LM-59;Strategie della Comunicazione Pubblica e Politica;48;48017;5;M;55
2017/2018;5802;Roma Tor Vergata;LM-14;Letteratura Italiana, Filologia Moderna e Linguistica;58;58091;3;F;55
2017/2018;5807;Roma Tre;LM-56;Mercato del Lavoro, Relazioni Industriali e Sistemi di Welfare;58;58091;7;F;55
2017/2018;5801;Roma La Sapienza;L-8;Ingegneria dell'Informazione;59;59011;12;F;55
2017/2018;6001;Cassino;L-19;Scienze dell'Educazione e della Formazione;60;60019;1;M;55
2017/2018;5812;Roma Europea;L-18;Economia e Gestione Aziendale;58;58091;7;F;55
2017/2018;6501;Salerno;L-30;Fisica;65;65052;9;F;55
2017/2018;6306;Napoli Vanvitelli;L-23;Scienze e Tecniche dell'Edilizia;61;61005;11;M;55
2017/2018;6501;Salerno;13;Scienze dei Beni Culturali;65;65052;2;F;55
2017/2018;6601;L'Aquila;L-8;Ingegneria dell'Informazione;66;66049;12;F;55
2017/2018;6302;Napoli Parthenope;LM-56;Scienze Economiche e Finanziarie;63;63049;7;M;55
2017/2018;6303;Napoli L'Orientale;99999;Lingue e letterature straniere;63;63049;4;F;55
2017/2018;7201;Bari;L/SNT2;Logopedia (Abilitante alla Professione Sanitaria di Logopedista);72;72006;14;F;55
2017/2018;6901;Chieti e Pescara;L-5;Filosofia e Scienze dell'Educazione;69;69022;3;M;55
2017/2018;6901;Chieti e Pescara;LM/SNT1;Scienze Infermieristiche e Ostetriche;69;69022;14;F;55
2017/2018;8201;Palermo;LM-63;Scienze delle Amministrazioni e delle Organizzazioni Complesse;82;82053;5;F;55
2017/2018;7801;Calabria;L-41;Statistica per l'Azienda;78;78102;9;M;55
2017/2018;7202;Bari Politecnico;4/S;Corso di Laurea Specialistica in Ingegneria Edile - Architettura;72;72006;11;M;55
2017/2018;7501;Salento;LM-78;Scienze Filosofiche;75;75035;3;M;55
2017/2018;9201;Cagliari;17;Economia e Gestione Aziendale;92;92009;7;F;55
2017/2018;8701;Catania;LM-77;Finanza Aziendale;87;87015;7;F;55
2016/2017;1501;Milano;L-29;Scienze e Tecnologie Erboristiche;15;15146;9;M;55
2016/2017;1001;Genova;L/SNT2;Educazione Professionale (Abilitante alla Professione Sanitaria di Educatore Professionale);10;10025;14;F;55
2016/2017;201;Piemonte Orientale;L-31;Informatica;6;6003;10;F;55
2016/2017;101;Torino;L-19;Scienze dell?Educazione;1;1272;1;F;55
2016/2017;101;Torino;5;Lettere;1;1272;3;F;55
2016/2017;1502;Milano Politecnico;L-8;Ingegneria Fisica;15;15146;12;F;55
2016/2017;1503;Milano Bocconi;L-33;Economia, Management e Scienze Computazionali;15;15146;7;M;55
2016/2017;1504;Milano Cattolica;LM-77;Direzione e Consulenza Aziendale;15;15146;7;M;55
2016/2017;1504;Milano Cattolica;LM-46;Odontoiatria e Protesi Dentaria;58;58091;14;M;55
2016/2017;1509;Milano Bicocca;L/SNT1;Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o);108;108033;14;F;55
2016/2017;1801;Pavia;L-30;Fisica;18;18110;9;F;55
2016/2017;2101;Bolzano;L-25;Scienze Agrarie e Agro-Ambientali;21;21008;13;F;55
2016/2017;2701;Ca' Foscari Venezia;LM-56;Economia e Finanza;27;27042;7;F;55
2016/2017;3401;Parma;LM-46;Odontoiatria e Protesi Dentaria;34;34027;14;F;55
2016/2017;3601;Modena e Reggio Emilia;L/SNT2;Logopedia (Abilitante alla Professione Sanitaria di Logopedista);35;35033;14;F;55
2016/2017;3701;Bologna;L-27;Chimica e Tecnologie per l'Ambiente e per i Materiali;39;39010;9;M;55
2016/2017;2702;Venezia Iuav;L-21;Urbanistica e Pianificazione del Territorio;27;27042;11;F;55
2016/2017;2801;Padova;LM-09;Biotecnologie per l'Alimentazione;28;28044;9;F;55
2016/2017;3201;Trieste;L-27;Chimica;32;32006;9;F;55
2016/2017;3201;Trieste;L-8;Ingegneria Elettronica e Informatica;32;32006;12;F;55
2016/2017;3401;Parma;L-5;Studi Filosofici;34;34027;3;F;55
2016/2017;5001;Pisa;47/S;Medicina Veterinaria;50;50026;13;F;55
2016/2017;5001;Pisa;8;Ingegneria Civile, dell'Ambiente e del Territorio;50;50026;11;M;55
2016/2017;5001;Pisa;L-16;Scienze Politiche, Internazionali e dell'Amministrazione;50;50026;5;M;55
2016/2017;5001;Pisa;LM-67;Scienze e Tecniche delle Attivita' Motorie Preventive e Adattate;50;50026;14;M;55
2016/2017;4801;Firenze;LM-78;Scienze Filosofiche;48;48017;3;F;55
2016/2017;4801;Firenze;LM-3;Architettura del Paesaggio;48;48017;11;M;55
2016/2017;4201;Marche;L-25;Scienze Forestali e Ambientali;42;42002;13;F;55
2016/2017;4201;Marche;LM-16;Scienze Economiche e Finanziarie;42;42002;7;F;55
2016/2017;4101;Urbino;18-bis;Scienze della Formazione Primaria;41;41067;1;F;55
2016/2017;3801;Ferrara;L-2;Biotecnologie;38;38008;9;M;55
2016/2017;3801;Ferrara;LM-46;Odontoiatria e Protesi Dentaria;38;38008;14;M;55
2016/2017;3701;Bologna;LM-65;Discipline della Musica e del Teatro;37;37006;2;F;55
2016/2017;5810;Roma Marconi - telematica;L-39;Scienze del Servizio Sociale;58;58091;14;F;55
2016/2017;5801;Roma La Sapienza;11;Lingue e Civilta Orientali;58;58091;4;F;55
2016/2017;5401;Perugia;L-35;Matematica;54;54039;9;M;55
2016/2017;5601;Tuscia;L-32;Scienze Ambientali;58;58032;9;F;55
2016/2017;6501;Salerno;L-25;Gestione e Valorizzazione delle Risorse Agrarie e delle Aree Protette;65;65052;13;F;55
2016/2017;6306;Napoli Vanvitelli;LM-51;Psicologia Clinica;61;61022;6;M;55
2016/2017;6306;Napoli Vanvitelli;L-15;Scienze del Turismo;61;61022;7;M;55
2016/2017;6301;Napoli Federico II;LM-20;Ingegneria Aerospaziale;63;63049;12;F;55
2016/2017;6301;Napoli Federico II;LM-89;Corso di Laurea Magistrale Interclasse in Archeologia e Storia dell'Arte;63;63049;2;F;55
2016/2017;6304;Napoli Benincasa;LM-2;Archeologia e Storia dell'Arte;63;63049;3;F;55
2016/2017;5811;Roma UNITELMA - telematica;LM-63;Management delle Organizzazioni Pubbliche e Sanitarie;58;58091;5;M;55
2016/2017;5810;Roma Marconi - telematica;LM-48;Pianificazione Territoriale, Urbanistica e Ambientale;58;58091;11;M;55
2016/2017;5817;Roma Link Campus;L-18;Economia Aziendale Internazionale;58;58091;7;M;55
2016/2017;7601;Basilicata;L-21;Paesaggio, Ambiente e Verde Urbano;77;77014;11;M;55
2016/2017;7501;Salento;LM-62;Studi Geopolitici e Internazionali;75;75035;5;M;55
2016/2017;8003;Reggio Calabria - Dante Alighieri;L-39;Mediatori per l'Intercultura e la Coesione Sociale in Europa;80;80063;14;M;55
2016/2017;8001;Reggio Calabria;L-25;Scienze e Tecnologie Agrarie;80;80063;13;F;55
2016/2017;6701;Teramo;L-26;Scienze e Tecnologie Alimentari;67;67041;13;M;55
2016/2017;6901;Chieti e Pescara;LM-67;Scienze e Tecniche delle Attività Motorie Preventive e Adattate;69;69022;14;F;55
